id,file_name,mos,light,color,noise,exposure,nature,content_recovery,description
s_12_C,s_12_C.png,3.3625,3.6875,3.1875,2.0,3.1875,1.8,2.6875,"The image has bright brightness with all elements clearly visible, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  unnatural appearance."
s_12_D,s_12_D.png,7.79333,4.0625,4.0625,3.6875,3.9375,4.0,4.0625,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_12_E,s_12_E.png,6.275,3.875,3.1875,3.5,3.125,3.375,3.625,"The image has moderate brightness, medium color contrast, obvious noise on the lawn behind the bench and local exposure conditions, presenting a  natural appearance."
s_12_F,s_12_F.png,6.44375,3.5,3.25,3.6875,3.6875,3.375,3.5625,"The image has moderate brightness, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_12_G,s_12_G.png,5.975,3.25,3.375,3.125,3.8125,3.125,3.375,"The image has moderate brightness, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_12_H,s_12_H.png,6.93125,3.125,3.75,3.6875,4.0625,3.625,3.625,"The image has moderate brightness, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_12_I,s_12_I.png,7.10667,3.4375,3.875,3.625,3.8125,3.875,3.75,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_12_J,s_12_J.png,5.4875,3.3125,2.8125,3.625,3.125,3.0,3.4375,"The image has moderate brightness, medium color contrast, obvious noise on the ground and local exposure conditions, presenting a  natural appearance."
s_13_A,s_13_A.png,5.4625,3.3125,3.5,2.875,3.5625,3.1875,3.5,"The image has moderate brightness, medium color contrast, obvious noise on the left-side tree and local exposure conditions, presenting a  natural appearance."
s_13_B,s_13_B.png,4.475,3.5625,2.9375,3.125,2.0,2.8125,3.125,"The image has moderate brightness, medium color contrast, obvious noise in the trees and Severe exposure in sunlight, presenting a  natural appearance."
s_13_C,s_13_C.png,5.40667,3.8125,3.375,2.9375,2.5625,3.0625,3.4375,"The image has bright brightness with all elements clearly visible, medium color contrast, obvious noise on the tree trunk and local exposure conditions, presenting a  natural appearance."
s_13_D,s_13_D.png,5.57143,3.75,3.4375,3.4375,2.8125,3.1875,3.5,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, severe noise around the image and well-controlled exposure conditions, presenting a  unnatural appearance."
s_13_E,s_13_E.png,5.93333,3.875,3.375,3.625,3.0,3.4375,3.6875,"The image has bright brightness, medium color contrast, slight noise on the ground and trees and local exposure conditions, presenting a  natural appearance."
s_13_F,s_13_F.png,7.55,4.0,3.875,3.625,3.8125,3.875,4.0625,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_13_G,s_13_G.png,3.14667,3.6875,3.375,2.0625,2.875,1.86667,2.75,"The image has bright brightness with all elements clearly visible, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_13_H,s_13_H.png,4.1875,2.8125,2.8125,3.25,1.9375,2.5,2.8125,"The image has moderate brightness, medium color contrast, obvious noise and Severe exposure conditions, presenting a  unnatural appearance."
s_13_I,s_13_I.png,5.9,2.4375,3.0625,3.625,4.0,3.375,3.25,"The image has dim brightness,some obscured details in shaded areas, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_13_J,s_13_J.png,6.46875,3.8125,3.625,2.9375,3.9375,3.5625,3.9375,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors,especially vibrant green in the grass, obvious noise on the moss-covered tree trunk and well-controlled exposure conditions, presenting a  natural appearance."
s_14_A,s_14_A.png,3.175,3.3125,3.0,3.4375,1.375,1.875,2.375,"The image has moderate brightness, medium color contrast, obvious noise and Severe exposure on the top of the image, presenting a  unnatural appearance."
s_14_B,s_14_B.png,6.88125,3.4375,3.875,3.875,3.875,3.9375,3.5625,"The image has moderate brightness, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_14_C,s_14_C.png,3.53125,3.625,2.875,3.375,1.6875,2.125,2.8125,"The image has moderate brightness, medium color contrast, obvious noise and Severe exposure on the top of the image, presenting a  unnatural appearance."
s_14_D,s_14_D.png,7.28667,3.875,3.875,4.0,3.9375,3.875,4.0,"The image has moderate brightness, medium color contrast, severe noise around the image and local exposure conditions, presenting a  unnatural appearance."
s_14_E,s_14_E.png,6.61333,3.0,3.75,3.875,4.0,3.75,3.3125,"The image has moderate brightness, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_14_F,s_14_F.png,5.95333,4.0,3.5,3.6875,2.25,3.0625,3.6875,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and Severe exposure conditions,it is overly bright, presenting a  unnatural appearance."
s_14_G,s_14_G.png,7.54667,3.8125,4.125,3.9375,4.125,4.0625,3.875,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_14_H,s_14_H.png,7.98571,3.9375,3.9375,3.875,4.0,4.125,4.125,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_14_I,s_14_I.png,2.66667,3.5,2.875,2.25,2.875,1.6875,2.75,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_14_J,s_14_J.png,5.9875,3.25,3.4375,3.3125,3.75,3.3125,3.5625,"The image has bright brightness with all elements clearly visible, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_15_A,s_15_A.png,6.075,3.125,3.4375,3.4375,3.875,3.5,3.625,"The image has moderate brightness, medium color contrast, severe noise around the image and local exposure conditions, presenting a  unnatural appearance."
s_15_B,s_15_B.png,4.79375,3.25,3.4375,2.3125,3.6875,2.6875,3.25,"The image has moderate brightness, medium color contrast, severe noise around the image and local exposure conditions, presenting a  unnatural appearance."
s_15_C,s_15_C.png,4.65333,2.875,2.75,2.625,3.6875,2.875,3.25,"The image has moderate brightness, low color contrast, obvious noise around the image and local exposure conditions, presenting a  unnatural appearance."
s_15_D,s_15_D.png,5.08,2.625,3.1875,2.4375,3.5,2.9375,3.125,"The image has moderate brightness, medium color contrast, obvious noise around the image and local exposure conditions, presenting a  unnatural appearance."
s_15_E,s_15_E.png,3.55,2.75,3.3125,2.0625,3.375,1.9375,2.75,"The image has moderate brightness, medium color contrast, obvious noise on the ground and the sky and local exposure conditions, presenting a  natural appearance."
s_15_F,s_15_F.png,5.72,2.625,3.3125,2.75,3.8125,3.375,3.5,"The image has moderate brightness, medium color contrast, obvious noise around the image and local exposure conditions, presenting a  natural appearance."
s_15_G,s_15_G.png,3.79333,1.6875,2.5625,2.75,3.5,2.5625,2.4375,"The image has dim brightness, low color contrast,a blue overall tint, obvious noise in the sky and local exposure conditions, presenting a  natural appearance."
s_15_H,s_15_H.png,4.67333,2.6875,3.125,2.625,3.5625,3.1875,3.1875,"The image has moderate brightness, medium color contrast, obvious noise around the image and local exposure conditions, presenting a  unnatural appearance."
s_15_I,s_15_I.png,5.54375,3.4375,3.125,2.9375,3.5625,3.1875,3.375,"The image has moderate brightness, medium color contrast, obvious noise in the sky and local exposure conditions, presenting a  unnatural appearance."
s_15_J,s_15_J.png,5.71875,2.625,3.3125,3.125,3.8125,3.4375,3.375,"The image has moderate brightness, medium color contrast, obvious noise around the image and well-controlled exposure conditions, presenting a  natural appearance."
s_16_A,s_16_A.png,5.39333,3.4375,3.25,2.875,3.625,3.375,3.25,"The image has moderate brightness, medium color contrast, obvious noise on the both of mountain and local exposure conditions, presenting a  natural appearance."
s_16_B,s_16_B.png,3.89333,3.5625,2.875,3.0,2.25,2.5625,2.9375,"The image has moderate brightness, medium color contrast, obvious noise on the mountain and local exposure in the sky, presenting a  natural appearance."
s_16_C,s_16_C.png,4.39375,2.1875,2.625,3.3125,3.625,2.875,2.5,"The image has moderate brightness, medium color contrast, obvious noise on the mountain and local exposure conditions, presenting a  natural appearance."
s_16_D,s_16_D.png,4.87333,3.375,3.0,2.625,3.5,2.9375,2.9375,"The image has moderate brightness, medium color contrast, obvious noise on the mountain and local exposure conditions, presenting a  natural appearance."
s_16_E,s_16_E.png,6.02667,3.8125,3.6875,2.5,3.6875,3.25,3.5,"The image has bright brightness with all elements clearly visible, medium color contrast, obvious noise around the image and local exposure conditions, presenting a  natural appearance."
s_16_F,s_16_F.png,4.8875,3.625,3.1875,2.9375,3.25,3.0625,3.25,"The image has moderate brightness, medium color contrast, severe noise around the image and local exposure conditions, presenting a  unnatural appearance."
s_16_G,s_16_G.png,2.39375,3.0625,2.25,2.75,1.5625,1.6875,2.125,"The image has moderate brightness, medium color contrast, obvious noise on the both of mountain and Severe exposure in the sky, presenting a  unnatural appearance."
s_16_H,s_16_H.png,2.73125,3.5625,2.9375,2.0,2.8125,1.5,2.375,"The image has bright brightness with all elements clearly visible, medium color contrast, obvious noise on the mountain and sky and local exposure in the sky, presenting a  natural appearance."
s_16_I,s_16_I.png,5.78667,3.8125,3.5625,2.5625,3.4375,3.125,3.5625,"The image has bright brightness with all elements clearly visible, medium color contrast, obvious noise on the mountain and sky and local exposure conditions, presenting a  natural appearance."
s_16_J,s_16_J.png,5.75625,3.6875,3.5,2.875,3.8125,3.0625,3.5,"The image has bright brightness with all elements clearly visible, medium color contrast, obvious noise on the mountain and sky and well-controlled exposure conditions, presenting a  natural appearance."
s_17_A,s_17_A.png,5.4375,2.13333,2.8125,3.875,3.8125,3.25,2.625,"The image has dim brightness,especially on the foreground trees where colors are hard to discern, medium color contrast, slight noise and local exposure conditions, presenting a  natural appearance."
s_17_B,s_17_B.png,6.85333,4.125,3.8125,3.25,3.6875,3.5,3.9375,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_17_C,s_17_C.png,4.45625,2.4375,2.6875,3.6875,3.375,2.9375,2.5625,"The image has moderate brightness, low color contrast,resulting in blended colors lacking distinction, severe noise in the sky and Severe exposure in the sky, presenting a  unnatural appearance."
s_17_D,s_17_D.png,6.09375,2.5,3.375,3.875,4.0,3.5625,3.0,"The image has moderate brightness, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_17_E,s_17_E.png,5.7125,3.25,3.3125,3.125,3.6875,3.1875,3.5,"The image has moderate brightness, medium color contrast, obvious noise and local exposure conditions, presenting a  natural appearance."
s_17_F,s_17_F.png,4.5375,2.8125,2.5,3.0625,2.5625,2.5,2.53333,"The image has moderate brightness, medium color contrast, obvious noise and local exposure conditions, presenting a  unnatural appearance."
s_17_G,s_17_G.png,2.13125,2.8125,2.0,2.8125,1.4375,1.375,1.75,"The image has dim brightness, low color contrast with an unnatural reddish-white tone, severe noise in the sky and Severe exposure in the sky, presenting a  natural appearance."
s_17_H,s_17_H.png,3.08125,3.25,2.5,3.0625,1.9375,2.375,2.5,"The image has moderate brightness, medium color contrast, obvious noise and Severe exposure in the sky, presenting a  unnatural appearance."
s_17_I,s_17_I.png,2.33333,3.375,2.4375,1.8125,2.5625,1.5,2.375,"The image has dim brightness with leaves in shadowed areas, medium color contrast, obvious noise in the sky and local exposure conditions, presenting a  unnatural appearance."
s_17_J,s_17_J.png,5.08,3.25,3.1875,3.5625,3.125,3.3125,3.1875,"The image has moderate brightness, medium color contrast, obvious noise and local exposure conditions, presenting a  natural appearance."
v_1_A,v_1_A.png,5.51875,3.0625,3.4375,3.375,3.6875,3.3125,3.125,"The image has moderate brightness, medium color contrast, obvious noise and local exposure conditions around the car lights, presenting a  natural appearance."
v_1_B,v_1_B.png,3.32667,3.0,2.9375,2.4375,2.8125,2.375,2.6875,"The image has moderate brightness, medium color contrast, obvious noise and local exposure conditions at the headlights, presenting a  unnatural appearance."
v_1_C,v_1_C.png,3.09375,3.25,2.6875,2.1875,2.375,2.0,2.5625,"The image has moderate brightness, medium color contrast, obvious noise and Severe exposure conditions around the car lights and background buildings, presenting a  unnatural appearance."
v_1_D,v_1_D.png,4.78571,2.9375,3.0625,2.9375,3.3125,3.0,2.875,"The image has moderate brightness, medium color contrast, obvious noise and local exposure conditions around the car lights and background buildings, presenting a  natural appearance."
v_1_E,v_1_E.png,3.90667,2.875,3.3125,3.125,3.0,2.75,2.5625,"The image has moderate brightness, medium color contrast, obvious noise and local exposure conditions at the headlights of the white car, presenting a  unnatural appearance."
v_1_F,v_1_F.png,4.9125,2.9375,3.3125,3.375,3.5,3.0,3.0,"The image has moderate brightness, medium color contrast, severe noise around the image and Severe exposure conditions around the car lights, presenting a  unnatural appearance."
v_1_G,v_1_G.png,1.26,3.125,2.3125,1.5625,2.375,1.13333,1.6875,"The image has moderate brightness, medium color contrast, obvious noise and local exposure conditions at the headlights of the white car, presenting a  natural appearance."
v_1_H,v_1_H.png,4.91875,2.75,3.125,3.0,3.625,3.0,2.8125,"The image has moderate brightness, medium color contrast, obvious noise and local exposure conditions around the car lights, presenting a  unnatural appearance."
v_1_I,v_1_I.png,2.69375,2.4375,2.625,1.8125,3.25,1.75,2.0,"The image has moderate brightness, medium color contrast, obvious noise and local exposure conditions at the headlights, presenting a  unnatural appearance."
v_1_J,v_1_J.png,4.86875,2.875,3.2,2.75,3.6875,2.75,2.66667,"The image has moderate brightness, medium color contrast, obvious noise and local exposure conditions around the car lights and background buildings, presenting a  unnatural appearance."
v_2_A,v_2_A.png,3.7625,3.25,3.0,1.875,3.5,2.625,2.9375,"The image has moderate brightness, medium color contrast, severe noise around the image and local exposure conditions on the car lights and the top light, presenting a  unnatural appearance."
v_2_B,v_2_B.png,5.05,2.75,3.0625,2.8125,3.625,3.125,3.125,"The image has moderate brightness, medium color contrast, severe noise around the image and local exposure conditions, presenting a  unnatural appearance."
v_2_C,v_2_C.png,3.86875,3.4375,2.8125,2.125,3.25,2.5,3.125,"The image has moderate brightness, medium color contrast, severe noise around the image and local exposure conditions on while the car lights and other lights, presenting a  unnatural appearance."
v_2_D,v_2_D.png,4.2625,2.875,2.75,2.375,3.3125,2.6875,2.875,"The image has moderate brightness, medium color contrast, obvious noise on the ground and the top of image, and local exposure conditions on while the car lights and other lights, presenting a  unnatural appearance."
v_2_E,v_2_E.png,4.13333,3.0,3.0,2.3125,3.25,2.6875,3.0,"The image has moderate brightness, medium color contrast, obvious noise around the image and local exposure conditions on while the car lights and other lights, presenting a  unnatural appearance."
v_2_F,v_2_F.png,4.0625,2.8125,3.0625,2.125,3.5625,2.75,2.9375,"The image has moderate brightness, medium color contrast, severe noise around the image and local exposure conditions, presenting a  unnatural appearance."
v_2_G,v_2_G.png,4.15,2.5,3.125,2.4375,3.5625,2.6875,2.8125,"The image has moderate brightness, medium color contrast, obvious noise around the image and local exposure conditions on while the car lights and other lights, presenting a  unnatural appearance."
v_2_H,v_2_H.png,2.47333,3.0625,3.25,1.625,3.125,1.625,2.625,"The image has moderate brightness, medium color contrast, obvious noise on the ground,black car and the ceiling, and local exposure conditions on while the car lights and other lights, presenting a  natural appearance."
v_2_I,v_2_I.png,3.14,1.875,2.375,3.0,3.3125,2.375,2.375,"The image has dim brightness, low color contrast, obvious noise and local exposure conditions on while the car lights and other lights, presenting a  unnatural appearance."
v_2_J,v_2_J.png,3.86875,2.875,3.0625,2.0625,3.5,2.5625,2.8125,"The image has moderate brightness, medium color contrast, severe noise around the image and local exposure conditions on while the car lights and other lights, presenting a  unnatural appearance."
v_3_A,v_3_A.png,5.6875,3.8125,3.4375,2.625,3.75,3.0625,3.5,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, obvious noise on the white car and terrs, and well-controlled exposure conditions, presenting a  natural appearance."
v_3_B,v_3_B.png,4.44,2.875,2.8125,2.625,3.625,2.625,3.0,"The image has moderate brightness, medium color contrast, obvious noise on the trees and well-controlled exposure conditions, presenting a  natural appearance."
v_3_C,v_3_C.png,3.46667,2.875,2.3125,3.1875,2.1875,2.3125,2.75,"The image has moderate brightness, low color contrast, obvious noise and Severe exposure conditions on the wihte car, presenting a  unnatural appearance."
v_3_D,v_3_D.png,3.1375,3.4375,2.875,1.875,3.0625,1.5,2.6875,"The image has bright brightness with all elements clearly visible, high color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
v_3_E,v_3_E.png,6.1625,3.5625,3.5,3.1875,3.9375,3.5625,3.8125,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, obvious noise on the trees and well-controlled exposure conditions, presenting a  natural appearance."
v_3_F,v_3_F.png,6.08667,3.375,3.4375,3.25,3.8125,3.25,3.75,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, obvious noise on the trees and well-controlled exposure conditions, presenting a  natural appearance."
v_3_G,v_3_G.png,6.50667,3.4375,3.5,3.625,4.0,3.5,3.625,"The image has moderate brightness, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
v_3_H,v_3_H.png,5.54375,3.125,3.4375,3.6875,3.75,3.25,3.125,"The image has moderate brightness, medium color contrast, severe noise around the image and local exposure conditions, presenting a  unnatural appearance."
v_3_I,v_3_I.png,4.72667,3.625,2.875,3.3125,2.8125,3.0,3.25,"The image has moderate brightness, medium color contrast, slight noise and local exposure conditions on whole image, presenting a  unnatural appearance."
v_3_J,v_3_J.png,5.12,3.4375,3.0,3.375,3.25,3.0625,3.1875,"The image has moderate brightness, medium color contrast, slight noise and local exposure conditions on the white car, presenting a  natural appearance."
v_4_A,v_4_A.png,5.19286,3.0,3.3125,2.8125,3.5,2.6875,3.3125,"The image has moderate brightness, medium color contrast, obvious noise on the ground and well-controlled exposure conditions, presenting a  unnatural appearance."
v_4_B,v_4_B.png,6.35,3.0,3.625,3.75,3.9375,3.6875,3.6875,"The image has moderate brightness, medium color contrast, obvious noise aroung the trees and well-controlled exposure conditions, presenting a  natural appearance."
v_4_C,v_4_C.png,4.27333,2.6875,3.1875,3.75,2.3125,2.5625,2.875,"The image has dim brightness, medium color contrast, slight noise and local exposure conditions on the white car and lights, presenting a  unnatural appearance."
v_4_D,v_4_D.png,6.13333,3.625,3.5,3.5625,3.8125,3.625,3.8125,"The image has moderate brightness, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
v_4_E,v_4_E.png,4.86,3.625,3.5,3.625,2.75,3.0,3.4375,"The image has bright brightness, medium color contrast, slight noise and local exposure conditions on the white car and lights, presenting a  natural appearance."
v_4_F,v_4_F.png,3.86,3.5625,3.25,2.0,3.1875,2.0625,2.9375,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
v_4_G,v_4_G.png,6.71333,3.86667,3.625,3.9375,3.4375,3.8125,3.8125,"The image has moderate brightness, medium color contrast, severe noise aroung the image and well-controlled exposure conditions, presenting a  unnatural appearance."
v_4_H,v_4_H.png,7.14667,3.8,3.875,3.375,4.0,3.8125,3.9375,"The image has moderate brightness, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
v_4_I,v_4_I.png,6.05,2.4375,3.5625,3.875,3.9375,3.6875,3.5625,"The image has moderate brightness, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
v_4_J,v_4_J.png,5.975,3.75,3.4375,3.5625,3.1875,3.1875,3.6875,"The image has moderate brightness, medium color contrast, slight noise and local exposure conditions on the lights, presenting a  natural appearance."
v_6_A,v_6_A.png,4.4625,3.4375,3.0,1.9375,3.5,2.5625,3.25,"The image has moderate brightness, medium color contrast, severe noise around the image and local exposure conditions , presenting a  unnatural appearance."
v_6_B,v_6_B.png,4.65625,2.4375,2.8125,3.0,3.6875,3.125,2.625,"The image has moderate brightness, medium color contrast, obvious noise on the geound and car, and local exposure conditions, presenting a  unnatural appearance."
v_6_C,v_6_C.png,4.30625,2.625,2.5625,2.9375,3.5,2.9375,2.75,"The image has dim brightness,it is somewhat dark with the houses and trees appearing black, low color contrast, obvious noise on the ground and local exposure conditions on some lights, presenting a  unnatural appearance."
v_6_D,v_6_D.png,3.7375,3.125,2.8125,1.875,2.75,2.3125,2.875,"The image has moderate brightness, medium color contrast, severe noise around the image and local exposure conditions on the lights of car and building, presenting a  unnatural appearance."
v_6_E,v_6_E.png,4.225,3.0,2.875,2.4375,3.4375,2.9375,2.75,"The image has moderate brightness, medium color contrast, severe noise around the image and local exposure conditions on some lights, presenting a  unnatural appearance."
v_6_F,v_6_F.png,4.20667,3.0,3.0,1.6875,3.375,2.625,3.0,"The image has moderate brightness, medium color contrast, severe noise around the image and local exposure conditions, presenting a  unnatural appearance."
v_6_G,v_6_G.png,2.43125,3.25,2.875,1.375,3.0625,1.625,2.5,"The image has moderate brightness, medium color contrast, obvious noise on the geound and in the sky, and local exposure conditions, presenting a  unnatural appearance."
v_6_H,v_6_H.png,3.63125,2.5625,2.4375,2.625,3.0625,2.375,2.5,"The image has dim brightness,and shadows obscuring the trees and houses, low color contrast with a yellowish tint, obvious noise on the car and local exposure conditions on the lights of car and building, presenting a  unnatural appearance."
v_6_I,v_6_I.png,3.98125,3.25,2.9375,1.875,3.375,2.6875,2.875,"The image has moderate brightness, medium color contrast, severe noise around the image and local exposure conditions on the light of building, presenting a  unnatural appearance."
v_6_J,v_6_J.png,4.2375,2.0,2.8125,2.9375,3.625,3.0625,2.375,"The image has dim brightness,obscuring the background houses, medium color contrast, obvious noise on the geound and car and local exposure conditions, presenting a  unnatural appearance."
v_8_A,v_8_A.png,7.26,3.9375,4.0,3.3125,3.6875,3.5,3.8125,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, obvious noise on the bottom of the image, and well-controlled exposure conditions, presenting a  natural appearance."
v_8_B,v_8_B.png,3.44375,3.6875,3.25,2.0,3.0625,1.625,2.8125,"The image has moderate brightness, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
v_8_C,v_8_C.png,4.97333,3.625,3.0625,3.25,2.0625,2.4375,3.1875,"The image has moderate brightness, medium color contrast, obvious noise and Severe exposure conditions,not only in the headlights and on the ground but throughout the entire image, presenting a  unnatural appearance."
v_8_D,v_8_D.png,5.07333,3.75,3.125,3.25,2.375,2.625,3.1875,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, obvious noise on the ground and Severe exposure conditions on the lights of cars, presenting a  unnatural appearance."
v_8_E,v_8_E.png,6.82667,3.75,3.5625,3.6875,3.6875,3.75,3.75,"The image has bright brightness with all elements clearly visible, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
v_8_F,v_8_F.png,6.48667,3.1875,3.5625,3.1875,3.75,3.3125,3.5625,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
v_8_G,v_8_G.png,6.42667,2.5625,3.5,3.75,3.8125,3.6875,3.4375,"The image has moderate brightness, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
v_8_H,v_8_H.png,6.96875,2.9375,3.875,3.9375,4.0,3.8125,3.6875,"The image has moderate brightness, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
v_8_I,v_8_I.png,6.65625,3.1875,3.6875,3.9375,4.0,4.0,3.6875,"The image has bright brightness, medium color contrast, severe noise around the image and local exposure conditions, presenting a  natural appearance."
v_8_J,v_8_J.png,6.075,3.9375,3.625,3.5625,2.8125,3.3125,3.75,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, obvious noise on the ground and blue car, and local exposure conditions from headlights and reflections on the ground, presenting a  natural appearance."
v_9_A,v_9_A.png,7.02143,3.26667,3.66667,4.0,4.06667,3.93333,3.8,"The image has moderate brightness, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
v_9_B,v_9_B.png,2.6,3.13333,2.6,3.13333,1.2,1.53333,2.06667,"The image has moderate brightness, medium color contrast, obvious noise on the cruise ship and Severe exposure conditions in the sky area, unclear details in both the sky and lower part of the cruise ship,, presenting a  unnatural appearance."
v_9_C,v_9_C.png,6.34,3.2,3.53333,4.0,4.0,3.8,3.4,"The image has bright brightness with all elements clearly visible, medium color contrast, severe noise around the image ,especially in the sky and cruise ship areas, and local exposure conditions headlights, presenting a  unnatural appearance."
v_9_D,v_9_D.png,4.45714,3.53333,3.0,3.46667,2.14286,2.46667,2.8,"The image has moderate brightness, medium color contrast, obvious noise on the cruise ship and Severe exposure conditions in the sky area, making the sky and cruise ship details unclear,, presenting a  unnatural appearance."
v_9_E,v_9_E.png,5.62667,3.26667,3.4,2.93333,3.53333,3.06667,3.53333,"The image has moderate brightness, medium color contrast, obvious noise in the white clouds and the cruise ship's lifebuoys and well-controlled exposure conditions, presenting a  natural appearance."
v_9_F,v_9_F.png,5.925,3.64706,3.05882,2.52941,3.11765,2.88235,3.35294,"The image has bright brightness with all elements clearly visible, medium color contrast, obvious noise and local exposure conditions on the headlights, presenting a  natural appearance."
v_9_G,v_9_G.png,3.4,3.8,3.4,1.93333,3.06667,1.8,3.2,"The image has moderate brightness, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
v_9_H,v_9_H.png,7.0375,3.25,3.75,4.0625,4.0,3.875,3.625,"The image has moderate brightness, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
v_9_I,v_9_I.png,8.04667,3.9375,4.125,4.125,4.125,4.25,4.0625,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
v_9_J,v_9_J.png,6.96875,4.25,4.0625,2.75,4.125,3.5,3.875,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
v_10_A,v_10_A.png,3.68667,3.375,3.25,3.0,2.1875,2.75,3.0,"The image has moderate brightness, medium color contrast, obvious noise on the ground and Severe exposure conditions in the sky, presenting a  unnatural appearance."
v_10_B,v_10_B.png,2.08,3.375,2.8125,2.4375,1.5625,1.875,2.3125,"The image has moderate brightness, medium color contrast, severe noise on the left part and Severe exposure conditions in the sky and the buildings, presenting a  unnatural appearance."
v_10_C,v_10_C.png,4.9,3.6875,3.125,2.3125,2.8125,2.6875,3.1875,"The image has moderate brightness, medium color contrast, severe noise particularly noticeable in a grid pattern across the sky and local exposure conditions in the sky, presenting a  unnatural appearance."
v_10_D,v_10_D.png,6.5375,3.75,3.6875,3.0625,3.875,3.5,3.75,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, obvious noise around the image and well-controlled exposure conditions, presenting a  natural appearance."
v_10_E,v_10_E.png,6.34667,3.5625,3.5625,3.0625,3.8125,3.375,3.6875,"The image has bright brightness with all elements clearly visible, medium color contrast, obvious noise on the left part and cars and well-controlled exposure conditions, presenting a  natural appearance."
v_10_F,v_10_F.png,1.84,2.9375,2.125,2.9375,1.2,1.6875,2.0,"The image has moderate brightness, low color contrast, obvious noise on the left part and Severe exposure conditions on the top of the image, presenting a  unnatural appearance."
v_10_G,v_10_G.png,5.0125,3.375,3.375,3.375,3.25,3.1875,3.4375,"The image has moderate brightness, medium color contrast, severe noise around the image and Severe exposure conditions in the left sky, presenting a  unnatural appearance."
v_10_H,v_10_H.png,5.875,3.75,3.3125,2.875,3.6875,3.4375,3.4375,"The image has bright brightness with all elements clearly visible, medium color contrast, obvious noise on the left, causing slight blurriness throughout the image and local exposure conditions, presenting a  natural appearance."
v_10_I,v_10_I.png,2.53571,3.5625,3.0625,1.9375,2.75,1.5,2.625,"The image has moderate brightness, medium color contrast, obvious noise in the sky and on the ground and local exposure conditions, presenting a  natural appearance."
